Tanggal;Provinsi;Kabupaten/Kota;Cuaca Ekstrem;Dampak
2021-09-08;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang
2021-09-20;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2021-10-20;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2021-10-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2021-10-31;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-10-31;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-11-01;Jawa Barat;Kab. Bogor;Puting Beliung;Pohon Tumbang
2021-11-19;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-11-26;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2021-11-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-12-06;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2021-12-06;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-12-06;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-12-15;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-12-20;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2021-12-20;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-02-06;Jawa Barat;Kab. Bogor;Angin Kencang;Bangunan Rusak
2022-02-26;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-03-09;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Korban Jiwa / Luka
2022-03-14;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-04-25;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-05-03;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-05-04;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-05-04;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-05-04;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-05-18;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-05-21;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2022-05-31;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-06-03;Jawa Barat;Kab. Bogor;Puting Beliung;Bangunan Rusak
2022-06-11;Jawa Barat;Kab. Bogor;Hujan Lebat;Pohon Tumbang, Tanah Longsor, Gangguan Transportasi
2022-06-22;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2022-06-22;Jawa Barat;Kab. Bogor;Puting Beliung, Hujan Lebat;Bangunan Rusak
2022-07-15;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-07-16;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-07-18;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-07-24;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-07-24;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor
2022-08-06;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka, Gangguan Transportasi
2022-08-10;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-08-11;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-08-14;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-08-27;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-09-02;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-09-08;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-09-17;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2022-10-07;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2022-10-13;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-10-18;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2022-10-19;Jawa Barat;Kab. Bogor;Hujan Lebat;Bangunan Rusak
2022-11-05;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2022-12-08;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2022-12-21;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-12-22;Jawa Barat;Kab. Bogor;Puting Beliung, Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2022-12-30;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-12-30;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2023-02-06;Jawa Barat;Kab. Bogor;Angin Kencang;Bangunan Rusak
2023-02-09;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2023-02-14;Jawa Barat;Kab. Bogor;Hujan Lebat, Hujan Es;Tanah Longsor
2023-02-14;Jawa Barat;Kab. Bogor;Angin Kencang, Petir;Tanah Longsor
2023-02-17;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Korban Jiwa / Luka
2023-02-23;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-02-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-03-05;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-03-13;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2023-03-17;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2023-03-19;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2023-03-20;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-03-21;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Korban Jiwa / Luka
2023-03-26;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak
2023-03-26;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-03-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2023-04-24;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-04-24;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Korban Jiwa / Luka
2023-04-24;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-04-30;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor
2023-05-03;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-05-04;Jawa Barat;Kab. Bogor;Hujan Lebat, Petir;Bangunan Rusak
2023-05-06;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-05-06;Jawa Barat;Kab. Bogor;Hujan Lebat;Bangunan Rusak
2023-05-10;Jawa Barat;Kab. Bogor;Puting Beliung;Tanah Longsor
2023-05-13;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-06-16;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2023-06-21;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-06-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-06-29;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2023-06-30;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-07-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-08-27;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-09-12;Jawa Barat;Kab. Bogor;Angin Kencang;Bangunan Rusak
2023-09-17;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2023-10-06;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2023-10-10;Jawa Barat;Kab. Bogor;Angin Kencang;Bangunan Rusak
2023-10-24;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-10-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-10-28;Jawa Barat;Kab. Bogor;Puting Beliung, Angin Kencang;Bangunan Rusak
2023-10-31;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-11-02;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2023-11-05;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-11-09;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka
2023-11-12;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-11-18;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-11-19;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2023-11-22;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2023-11-24;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-11-24;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Korban Jiwa / Luka
2023-11-25;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-12-25;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-12-28;Jawa Barat;Kab. Bogor;Hujan Lebat;Tidak ada data
2023-11-29;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi
2024-01-07;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-01-07;Jawa Barat;Kab. Bogor;Puting Beliung, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-01-07;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-01-20;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-01-29;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-02-10;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan
2024-02-16;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-02-17;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2024-02-18;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-02-18;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-02-18;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2024-02-27;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-03-03;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor
2024-03-11;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka
2024-03-14;Jawa Barat;Kab. Bogor;Hujan Lebat;Bangunan Rusak, Korban Jiwa / Luka
2024-04-02;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-04-03;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-04-09;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-04-14;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-04-14;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-04-15;Jawa Barat;Kab. Bogor;Hujan Lebat;Bangunan Rusak
2024-04-17;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Bangunan Rusak
2024-04-18;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak
2024-04-23;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-05-13;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-05-16;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-05-16;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2024-05-19;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-05-24;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-06-03;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-06-12;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-07-08;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-07-08;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-07-08;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2024-08-01;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2024-09-09;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-09-12;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi
2024-09-25;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-09-25;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-09-25;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak, Gangguan Transportasi
2024-09-25;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-09-26;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-09-29;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-09-29;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2024-09-30;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-10-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-10-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat, Hujan Es;Bangunan Rusak
2024-10-28;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Es;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2024-10-28;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang, Gangguan Transportasi
2024-10-29;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Bangunan Rusak
2024-11-05;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2024-11-05;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Tanah Longsor, Gangguan Transportasi
2024-11-10;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat, Hujan Es;Banjir / Genangan, Bangunan Rusak
2024-11-18;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2024-11-21;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang
2024-11-26;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-11-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2024-11-27;Jawa Barat;Kab. Bogor;Hujan Lebat;Banjir / Genangan
2024-12-15;Jawa Barat;Kab. Bogor;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2024-12-20;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2024-12-30;Jawa Barat;Kab. Bogor;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-02-01;Jawa Barat;Kab. Ciamis;Puting Beliung, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2018-03-04;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2018-03-18;Jawa Barat;Kab. Ciamis;Puting Beliung, Angin Kencang;Pohon Tumbang, Bangunan Rusak
2018-03-21;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang
2018-09-21;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat, Petir;Pohon Tumbang, Bangunan Rusak
2018-12-04;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2018-12-05;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-01-21;Jawa Barat;Kab. Ciamis;Angin Kencang;Bangunan Rusak
2019-02-18;Jawa Barat;Kab. Ciamis;Angin Kencang;Bangunan Rusak
2019-04-06;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2019-04-24;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2019-10-27;Jawa Barat;Kab. Ciamis;Suhu Ekstrem;Tidak ada data
2019-11-14;Jawa Barat;Kab. Ciamis;Angin Kencang;Bangunan Rusak
2019-12-02;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-12-06;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2019-12-12;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2019-12-26;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-01-08;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi
2020-01-20;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2020-01-21;Jawa Barat;Kab. Ciamis;Puting Beliung;Bangunan Rusak
2020-01-22;Jawa Barat;Kab. Ciamis;Puting Beliung, Angin Kencang;Bangunan Rusak
2020-01-29;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang
2020-02-14;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2020-02-26;Jawa Barat;Kab. Ciamis;Puting Beliung;Pohon Tumbang, Bangunan Rusak
2020-02-28;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2020-03-02;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang
2020-03-05;Jawa Barat;Kab. Ciamis;Hujan Lebat;Pohon Tumbang, Tanah Longsor
2020-04-02;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Tanah Longsor
2020-04-03;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2020-04-04;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2020-04-10;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2020-04-24;Jawa Barat;Kab. Ciamis;Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2020-05-12;Jawa Barat;Kab. Ciamis;Hujan Lebat;Bangunan Rusak
2020-06-03;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2020-06-10;Jawa Barat;Kab. Ciamis;Hujan Lebat;Bangunan Rusak
2020-06-19;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2020-06-22;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2020-10-03;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2020-10-20;Jawa Barat;Kab. Ciamis;Hujan Lebat;Bangunan Rusak
2020-10-27;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2020-10-29;Jawa Barat;Kab. Ciamis;Hujan Lebat, Petir;Bangunan Rusak, Korban Jiwa / Luka
2020-10-31;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2020-11-13;Jawa Barat;Kab. Ciamis;Angin Kencang;Bangunan Rusak
2020-12-29;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-01-12;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2021-01-17;Jawa Barat;Kab. Ciamis;Puting Beliung;Bangunan Rusak
2021-01-19;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang, Bangunan Rusak
2021-01-28;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Gangguan Transportasi
2021-03-12;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Es;Pohon Tumbang
2021-04-14;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2021-04-16;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2021-09-08;Jawa Barat;Kab. Ciamis;Angin Kencang;Pohon Tumbang
2021-09-15;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2021-09-25;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2021-09-26;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2021-10-22;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang
2021-11-16;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2021-12-08;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
2022-01-14;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-01-31;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat, Petir;Bangunan Rusak
2022-02-03;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2022-03-22;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-03-29;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2022-04-07;Jawa Barat;Kab. Ciamis;Angin Kencang;Bangunan Rusak
2022-04-28;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Tanah Longsor
2022-05-02;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-06-22;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-06-26;Jawa Barat;Kab. Ciamis;Hujan Lebat, Petir;Bangunan Rusak
2022-06-26;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2022-10-04;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor
2022-10-20;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-11-15;Jawa Barat;Kab. Ciamis;Puting Beliung, Angin Kencang, Hujan Lebat;Bangunan Rusak
2022-11-15;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-12-06;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2022-12-08;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2022-12-12;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2022-12-15;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-01-04;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan
2023-01-04;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-01-17;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Bangunan Rusak
2023-01-22;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Bangunan Rusak
2023-01-24;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-01-31;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-02-07;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak
2023-02-07;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-02-09;Jawa Barat;Kab. Ciamis;Hujan Lebat, Petir;Bangunan Rusak
2023-02-09;Jawa Barat;Kab. Ciamis;Hujan Lebat;Tanah Longsor, Gangguan Transportasi
2023-02-13;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang
2023-02-20;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi
2023-02-21;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-02-24;Jawa Barat;Kab. Ciamis;Hujan Lebat;Banjir / Genangan, Tanah Longsor
2023-03-02;Jawa Barat;Kab. Ciamis;Angin Kencang, Hujan Lebat;Pohon Tumbang, Gangguan Transportasi
